类别,书名,作者,价格,出版社,商家,简介
青春爱情文学,独家记忆木浮生 著百花洲文艺出版社9787550019782,暂无作者信息,6.00,百花洲文艺出版社,墨趣书刊图书专营店,暂无简介
青春爱情文学,独家情商,弱水千流,29.54,青岛,浙江出版集团图书专营店,暂无简介
青春爱情文学,独家心动 阮绵绵 著 花山文艺出版社,阮绵绵,6.63,花山文艺出版社,佰拓图书专营店,橡山路7号。 来之前，余今惜想，里面哪怕是龙潭虎穴她也要闯。 到之后，余今惜想，算了，还是洗洗睡吧，因为里面真的有老虎！ 余今惜原本胆小怕事，为了弄清父亲失踪之谜，遇见了一个将猛兽和炸弹玩弄于股掌的男人。 捧过硝化甘油，按过老虎腿，在棺材底下贡献了初吻……她的勇气都是被他激发出来的。 这是一场全情投入的危险游戏，她问他：你敢不敢，陪我一起走？ 过千座城，涉万里路，遇过太多人，秦风朗的眼睛可以媲美一台专业测谎仪。 无知无畏的余今惜在某些时刻把命交给了他，这是多大的信任？ 他回答：有何不敢？但既然要走，就一起走到老！
青春爱情文学,独家情商,弱水千流,30.40,青岛,博库网旗舰店,暂无简介
青春爱情文学,独家专宠(2020版)岁正贵州人民出版社9787221120878,岁正,16.64,贵州人民出版社,百特图书专营店,一段前面纠结到心疼 后面甜到牙疼的青春创业爱情 2190个昼夜的时光，最好的年华zui长情的陪伴， 从白手起家到成为一代电商传奇，他终究亲手为她打造无与伦比的du家宠爱。 “我喜欢你我认栽，以后都听你的，我说你一句罚款一百，不要再离开我。” “当然不离开！否则到哪赚罚款去？”
青春爱情文学,定制爱恋 重庆出版社,顾溆赜,12.10,重庆出版社,四川新华书店教育专营店,《定制爱恋》改编青春爱情电影《爱，很美》！ 台湾人气型男郭品超、青春玉女颖儿领衔主演！即将热映！ 上演今季很温馨浪漫的爱情童话！ 女屌丝邂逅高富帅，来一次爱情的逆袭 拥抱优选的自己 遇见更好的“定制爱恋”
青春爱情文学,独家记忆木浮生 著百花洲文艺出版社9787550019782,木浮生,10.00,百花洲文艺出版社,曼新图书专营店,初见时，她是考生，他是巡考员，因一场乌龙的作弊案，她被他抓了个正着； 再见时，她是课代表，他是代课教师，因一个发不出的弹音，她被他留下单独辅导。 从此，“慕承和”三个字，成为她平淡无奇生活的转折点。 原以为他是她的意外惊喜， 殊不知她才是他灰暗生活里的一抹亮色。 “你知道我为什么叫你Роза？” “玫瑰？” 保加利亚的粉玫瑰，层层叠叠，含苞待放，代表着初恋，还代表着喜欢你那灿烂的笑脸。 有没有那么一个人，在你的生命中，他的一颦一笑、一字一句都是那么特别？ 他当过你的老师。 他曾经是你的偶像。 他也被同行敬仰过。 可是有一天，他的身份仅仅是yourman。
青春爱情文学,定制爱恋 重庆出版社,顾溆赜,12.90,重庆出版社,文轩网旗舰店,《定制爱恋》改编青春爱情电影《爱，很美》！ 台湾人气型男郭品超、青春玉女颖儿领衔主演！即将热映！ 上演今季很温馨浪漫的爱情童话！ 女屌丝邂逅高富帅，来一次爱情的逆袭 拥抱优选的自己 遇见更好的“定制爱恋”
青春爱情文学,"独家爱恋,顾溆赜,重庆出版社 【新华书店自营店】",顾溆赜,7.70,重庆出版社,新华书店大石桥旗舰店,《定制爱恋》改编青春爱情电影《爱，很美》！台湾人气型男郭品超、青春玉女颖儿领衔主演！即将热映！上演今季很温馨浪漫的爱情童话！女屌丝邂逅高富帅，来一次爱情的逆袭拥抱优选的自己%26nbsp;遇见更好的“定制爱恋”
青春爱情文学,独家爱恋【新华书店总店自营店】,顾溆赜,7.70,重庆出版社,新华书店总店图书专营店,《定制爱恋》改编青春爱情电影《爱，很美》！ 台湾人气型男郭品超、青春玉女颖儿领衔主演！即将热映！ 上演今季很温馨浪漫的爱情童话！ 女屌丝邂逅高富帅，来一次爱情的逆袭 拥抱优选的自己 遇见更好的“定制爱恋”
青春爱情文学,"独家爱恋,重庆出版社【新华书店总店旗舰店】",顾溆赜,7.70,重庆出版社,新华书店总店旗舰店,《定制爱恋》改编青春爱情电影《爱，很美》！ 台湾人气型男郭品超、青春玉女颖儿领衔主演！即将热映！ 上演今季很温馨浪漫的爱情童话！ 女屌丝邂逅高富帅，来一次爱情的逆袭 拥抱优选的自己 遇见更好的“定制爱恋”
青春爱情文学,独家爱恋 顾溆赜 重庆出版社 【新华书店正版图书书籍】,顾溆赜,11.00,重庆出版社,北方图书城旗舰店,《定制爱恋》改编青春爱情电影《爱，很美》！台湾地区人气型男郭品超、青春玉女颖儿领衔主演！即将热映！上演今季很温馨浪漫的爱情童话！女屌丝邂逅高富帅，来一次爱情的逆袭拥抱优选的自己%26nbsp;遇见更好的“定制爱恋”
青春爱情文学,独家宠爱畅销集 花山文艺出版社,小醋/李忠姣/树小栖,15.10,花山文艺出版社,四川新华书店教育专营店,暂无简介
青春爱情文学,独家占有Ⅰ,丁墨,14.85,三秦出版社,中领文轩图书专营店,单纯善良的地球女孩华遥，某一天被外星王子穆弦掳走，成为他的未婚妻。华遥并不喜欢这个强势英俊的青年军人，但具有兽族血统的穆弦，对爱情和婚姻绝对忠贞，非她不娶。两人在战争中逐渐磨合，彼此了解，华遥也慢慢接受了穆弦。这时她也知道，穆弦并非随意从地球掳走一个女孩，而是在年少时便对她一见钟情……两人婚礼前夕，雇佣军战争爆发，两人与死对头雇佣军指挥官易浦城一起跌入某颗荒芜小行星，然后随着三人在行星上斗智斗勇，却发觉这颗行星的真相，并非如他们所想……
青春爱情文学,独家告别,花匠先生,16.99,江苏文艺,博库图书音像专营店,暂无简介
青春爱情文学,"独家专宠,贵州人民出版社【新华书店总店旗舰店】",岁正,12.68,贵州人民出版社,新华书店总店旗舰店,一：台网联动影视剧陈凯歌监制、黄景瑜、吴谨言领衔主演2020年11月8日爱奇艺独家上线二：时代新电商崛起，传奇自传。反应了一个时代消费习惯以及经济体系的巨大变革与转折，将时代的变迁与情感融合到一起，共鸣感强烈。三：随书附赠精美剧情海报。
青春爱情文学,"独家专宠,贵州人民出版社【新华书店自营店】",岁正,12.68,贵州人民出版社,新华书店大石桥旗舰店,一：台网联动影视剧陈凯歌监制、黄景瑜、吴谨言领衔主演2020年11月8日爱奇艺独家上线二：时代新电商崛起，传奇自传。反应了一个时代消费习惯以及经济体系的巨大变革与转折，将时代的变迁与情感融合到一起，共鸣感强烈。三：随书附赠精美剧情海报。
青春爱情文学,独家爱恋（改编青春爱情电影《爱，很美》！,顾溆赜,25.00,重庆出版社,自营,改编青春爱情电影《爱，很美》！ 台湾人气型男郭品超、青春玉女颖儿领衔主演！即将热映！ 上演今季*温馨浪漫的爱情童话！ 女屌丝邂逅高富帅，来一次爱情的逆袭 拥抱*好的自己 遇见更好的“独家爱恋” 漫画版同步上市
青春爱情文学,独家占有Ⅰ,丁墨,14.85,三秦出版社,概念图书专营店,单纯善良的地球女孩华遥，某一天被外星王子穆弦掳走，成为他的未婚妻。华遥并不喜欢这个强势英俊的青年军人，但具有兽族血统的穆弦，对爱情和婚姻绝对忠贞，非她不娶。两人在战争中逐渐磨合，彼此了解，华遥也慢慢接受了穆弦。这时她也知道，穆弦并非随意从地球掳走一个女孩，而是在年少时便对她一见钟情……两人婚礼前夕，雇佣军战争爆发，两人与死对头雇佣军指挥官易浦城一起跌入某颗荒芜小行星，然后随着三人在行星上斗智斗勇，却发觉这颗行星的真相，并非如他们所想……
青春爱情文学,"独家专宠,岁正,贵州人民出版社【新华书店总店自营店】",岁正,12.68,贵州人民出版社,新华书店总店图书专营店,一：台网联动影视剧陈凯歌监制、黄景瑜、吴谨言领衔主演2020年11月8日爱奇艺独家上线二：时代新电商崛起，传奇自传。反应了一个时代消费习惯以及经济体系的巨大变革与转折，将时代的变迁与情感融合到一起，共鸣感强烈。三：随书附赠精美剧情海报。
青春爱情文学,独家情商(全2册) 弱水千流 青岛出版社【新华书店正版图书书籍】,弱水千流,14.60,青岛出版社,北方图书城旗舰店,十年前，少女时代的白珊珊喜欢他，为他练舞，为他庆生，把他当作全世界最珍贵的，眼中只看得见他。那时，她看他的眼神带着光。而今十年过去，他终于再次看见了她深爱迷恋的目光。%26nbsp;%26nbsp;她就像一个身披铠甲、行走在满山荆棘中的战士，孤独，勇敢，随性，无畏。她不需要光，因为她自己就是太阳。这样的姑娘，如果等不到一个能为她斩除荆棘、拥抱她一身利刺的人，那就注定孤独终老。
青春爱情文学,独家专宠 贵州人民出版社,岁正,20.10,贵州人民出版社,四川新华书店教育专营店,一：台网联动影视剧陈凯歌监制、黄景瑜、吴谨言领衔主演2020年11月8日爱奇艺独家上线二：时代新电商崛起，传奇自传。反应了一个时代消费习惯以及经济体系的巨大变革与转折，将时代的变迁与情感融合到一起，共鸣感强烈。三：随书附赠精美剧情海报。
青春爱情文学,独家专宠 贵州人民出版社,岁正,21.40,贵州人民出版社,文轩网旗舰店,一：台网联动影视剧陈凯歌监制、黄景瑜、吴谨言领衔主演2020年11月8日爱奇艺独家上线二：时代新电商崛起，传奇自传。反应了一个时代消费习惯以及经济体系的巨大变革与转折，将时代的变迁与情感融合到一起，共鸣感强烈。三：随书附赠精美剧情海报。
青春爱情文学,独家专宠 岁正 贵州人民出版社 【新华书店正版图书书籍】,岁正,19.30,贵州人民出版社,北方图书城旗舰店,一：台网联动影视剧陈凯歌监制、黄景瑜、吴谨言领衔主演2020年11月8日爱奇艺定制上线二：时代新电商崛起，传奇自传。反应了一个时代消费习惯以及经济体系的巨大变革与转折，将时代的变迁与情感融合到一起，共鸣感强烈。三：随书附赠精美剧情海报。
青春爱情文学,独家占有Ⅰ【正版图书，达额减，电子发票】,丁墨,20.00,三秦出版社,博雅图书专营店,单纯善良的地球女孩华遥，某一天被外星王子穆弦掳走，成为他的未婚妻。华遥并不喜欢这个强势英俊的青年军人，但具有兽族血统的穆弦，对爱情和婚姻绝对忠贞，非她不娶。两人在战争中逐渐磨合，彼此了解，华遥也慢慢接受了穆弦。这时她也知道，穆弦并非随意从地球掳走一个女孩，而是在年少时便对她一见钟情……两人婚礼前夕，雇佣军战争爆发，两人与死对头雇佣军指挥官易浦城一起跌入某颗荒芜小行星，然后随着三人在行星上斗智斗勇，却发觉这颗行星的真相，并非如他们所想……
青春爱情文学,独家情商弱水千流青岛出版社9787555291886,弱水千流,26.55,青岛出版社,英典图书专营店,十年前，少女时代的白珊珊喜欢他，为他练舞，为他庆生，眼中只看得见他。 那时，她看他的眼神带着光。 而今十年过去，他终于再次看见了她深爱迷恋的目光。 她就像一个身披铠甲、行走在满山荆棘中的战士，孤独，勇敢，随性，无畏。 她不需要光，因为她自己就是太阳。 这样的姑娘，如果等不到一个能为她斩除荆棘、拥抱她一身利刺的人，那就注定孤独终老。
青春爱情文学,独家情商弱水千流青岛出版社9787555291886 ; 978-7-5552-9188-6,弱水千流,30.55,青岛出版社,百特图书专营店,十年前，少女时代的白珊珊喜欢他，为他练舞，为他庆生，眼中只看得见他。 那时，她看他的眼神带着光。 而今十年过去，他终于再次看见了她深爱迷恋的目光。 她就像一个身披铠甲、行走在满山荆棘中的战士，孤独，勇敢，随性，无畏。 她不需要光，因为她自己就是太阳。 这样的姑娘，如果等不到一个能为她斩除荆棘、拥抱她一身利刺的人，那就注定孤独终老。
青春爱情文学,独家情商,弱水千流,29.54,青岛,土星图书专营店,暂无简介
青春爱情文学,独家情商,弱水千流,29.54,青岛,博库图书音像专营店,暂无简介
青春爱情文学,独家情商,弱水千流,30.10,青岛,火把图书专营店,暂无简介
青春爱情文学,独家专宠（《青春创世纪》原著小说）,岁正/大鱼文化,35.80,贵州人民出版社,自营,一段前面纠结到心疼 后面甜到牙疼的青春创业爱情 2190个昼夜的时光，*好的年华*长情的陪伴， 从白手起家到成为一代电商传奇，他终究亲手为她打造无与伦比的独家宠爱。 我喜欢你我认栽，以后都听你的，我说你一句罚款一百，不要再离开我。 当然不离开！否则到哪赚罚款去？
青春爱情文学,独家情商(全2册) 青岛出版社,弱水千流,33.50,青岛出版社,四川新华书店教育专营店,十年前，少女时代的白珊珊喜欢他，为他练舞，为他庆生，把他当作全世界最珍贵的，眼中只看得见他。那时，她看他的眼神带着光。而今十年过去，他终于再次看见了她深爱迷恋的目光。 她就像一个身披铠甲、行走在满山荆棘中的战士，孤独，勇敢，随性，无畏。她不需要光，因为她自己就是太阳。这样的姑娘，如果等不到一个能为她斩除荆棘、拥抱她一身利刺的人，那就注定孤独终老。
青春爱情文学,独家情商(全2册) 青岛出版社,弱水千流,35.40,青岛出版社,文轩网旗舰店,十年前，少女时代的白珊珊喜欢他，为他练舞，为他庆生，把他当作全世界最珍贵的，眼中只看得见他。那时，她看他的眼神带着光。而今十年过去，他终于再次看见了她深爱迷恋的目光。 她就像一个身披铠甲、行走在满山荆棘中的战士，孤独，勇敢，随性，无畏。她不需要光，因为她自己就是太阳。这样的姑娘，如果等不到一个能为她斩除荆棘、拥抱她一身利刺的人，那就注定孤独终老。
青春爱情文学,独家情商（共2册）,弱水千流/悦读纪,65.00,青岛出版社,自营,十年前，少女时代的白珊珊喜欢他，为他练舞，为他庆生，把他当作全世界*珍贵的，眼中只看得见他。 那时，她看他的眼神带着光。 而今十年过去，他终于再次看见了她深爱迷恋的目光。 她就像一个身披铠甲、行走在满山荆棘中的战士，孤独，勇敢，随性，无畏。 她不需要光，因为她自己就是太阳。 这样的姑娘，如果等不到一个能为她斩除荆棘、拥抱她一身利刺的人，那就注定孤独终老。
青春爱情文学,你是我的记忆【正版书籍】,独木舟,5.00,北方联合出版传媒股份有限公司，春风文艺出版社,壹贰叁图书专营店,暂无简介
青春爱情文学,你是我的独家记忆独木舟 著春风文艺出版社9787531336778,独木舟,5.00,春风文艺出版社,荣拓图书专营店,人生如寄。曾有人说，读万卷书不如行万里路。我尚未读得万卷书，也还未行得万里路，但令我骄傲的是，我一直在行走。从此域到他处，都有我路过的痕迹。去时雪满天山路，山回路转不见君。这些年灵魂_直在流浪，一直在寻找它可以栖息的地方。由南至北，从东到西，四处飘荡。我在此城，你在哪里？我在他处，你在何方？这旅程好寂寞。很久以前如果你问我为什么要出发，我会告诉你我想找到爱情。但现在我会告诉你，因为这是来自我内心的声音。这些都是我的经历，无法篡改，无法抹杀，无法遗落。行走了若干年后，我终于明白，爱是艰难的旅程，我们都是寂寞的旅人。
青春爱情文学,你是我的独家记忆独木舟 著春风文艺出版社9787531336778,暂无作者信息,5.00,春风文艺出版社,曼新图书专营店,人生如寄。曾有人说，读万卷书不如行万里路。我尚未读得万卷书，也还未行得万里路，但令我骄傲的是，我一直在行走。从此域到他处，都有我路过的痕迹。去时雪满天山路，山回路转不见君。这些年灵魂_直在流浪，一直在寻找它可以栖息的地方。由南至北，从东到西，四处飘荡。我在此城，你在哪里？我在他处，你在何方？这旅程好寂寞。很久以前如果你问我为什么要出发，我会告诉你我想找到爱情。但现在我会告诉你，因为这是来自我内心的声音。这些都是我的经历，无法篡改，无法抹杀，无法遗落。行走了若干年后，我终于明白，爱是艰难的旅程，我们都是寂寞的旅人。
青春爱情文学,你是我的记忆,独木舟,8.54,北方联合出版传媒股份有限公司，春风文艺出版社,鼎鑫图书专营店,暂无简介
青春爱情文学,我们的独家记忆,Moqi,16.07,中国青年出版社,中领文轩图书专营店,这是一个治愈与反治愈的爱情小说。 任生与孟梦分手，对爱情不再抱有任何幻想，辞职在家写小说。妖精的闯入给他的生活带来了天翻地覆的变化，由此两人之间产生了一段非主流恋情。 起初，任生对妖精不可救药般的迷恋刻意躲避。接到死党大炮结婚消息，任生开玩笑发誓年内娶妖精为妻，于是妖精采取了更密集的追求攻势。后来，两人抓彩票中奖，妖精开始了婚礼策划事业。在此过程中，妖精试图让任生重燃爱情之火。妖精毫不气馁的追求，就像是现代版本的女唐吉诃德，拥有无限的能量和勇气。 但任生最终还是离开了妖精，和孟梦重归于好。但任生通过妖精留下的时空胶囊里的彩票号码，自己关于喜欢什么类型女孩的调查问卷和两人在婚礼事务所楼下买的明信片等物品，才明白妖精曾为自己付出如此之多。 任生仔细地回想这段维系了240多天同居生
青春爱情文学,当然是选择喜欢他/独家宠爱系列,轻寒,16.70,花山文艺,博库网旗舰店,暂无简介
青春爱情文学,一粒红尘·昭觉:独家纪念版 爱情小说 湖南文艺出版社,独木舟,7.50,湖南文艺出版社,蔚蓝图书专营店,;;;;; 《一粒红尘》是青春作家独木舟的长篇小说代表作，一部后青春时代的记忆。纪念版增补番外，附，同名电视剧《一粒红尘》由吴奇隆、颖儿主演，敬请期待。 滚滚红尘中，每个人都不过是一粒小小的尘埃，可对于命运，我们从不绝望。 ;
青春爱情文学,一粒红尘·昭觉:独家纪念版(独家纪念版) 湖南文艺出版社,独木舟,8.10,湖南文艺出版社,文轩网旗舰店,《一粒红尘》是畅销青春作家独木舟的长篇小说代表作，一部后青春时代的独家记忆。纪念版增补全新番外，附赠精美别册，同名电视剧《一粒红尘》由吴奇隆、颖儿领衔主演，敬请期待。 滚滚红尘中，每个人都不过是一粒小小的尘埃，可对于命运，我们从不绝望。
青春爱情文学,一粒红尘·昭觉:独家纪念版(独家纪念版) 湖南文艺出版社,独木舟,8.00,湖南文艺出版社,四川新华书店教育专营店,《一粒红尘》是畅销青春作家独木舟的长篇小说代表作，一部后青春时代的独家记忆。纪念版增补全新番外，附赠精美别册，同名电视剧《一粒红尘》由吴奇隆、颖儿领衔主演，敬请期待。 滚滚红尘中，每个人都不过是一粒小小的尘埃，可对于命运，我们从不绝望。
青春爱情文学,一粒红尘.昭觉-独家纪念版独木舟湖南文艺出版社9787540480202,独木舟,15.30,湖南文艺出版社,百特图书专营店,"《一粒红尘》是畅销青春作家独木舟的长篇小说代表作，一部后青春时代的独家记忆。纪念版增补全新番外，附赠精美别册，同名电视剧由吴奇隆、颖儿联袂主演，敬请期待。 ""在我年轻的时候，曾经以为生命的轨迹是一个饱满的圆。但我*终所得到的，却并不是在*个站台上所放弃的。而后漫长的一生之中，我再也没有机会与我逝去的那些事物重逢。"" 叶昭觉与简晨烨的感情有过无比青葱美好的曾经，可当美好的校园爱情走向社会经历重重考验，爱情、友情，一切都悄无声息地发生了变化，那些青春记忆也随之逝去，等待他们的是即将面临的重重危机。 滚滚红尘中，每个人都不过是一粒小小的尘埃，可对于命运，我们从不绝望。"
青春爱情文学,当然是选择喜欢他/独家宠爱系列,轻寒,16.24,花山文艺,土星图书专营店,暂无简介
青春爱情文学,当然是选择喜欢他/独家宠爱系列,轻寒,16.07,花山文艺,木垛图书旗舰店,暂无简介
青春爱情文学,当然是选择喜欢他/独家宠爱系列,轻寒,16.20,花山文艺,火把图书专营店,暂无简介
青春爱情文学,"一粒红尘·昭觉:独家纪念版,湖南文艺出版社 【新华书店自营店】",独木舟,15.72,湖南文艺出版社,新华书店大石桥旗舰店,《一粒红尘》是畅销青春作家独木舟的长篇小说代表作，一部后青春时代的独家记忆。纪念版增补全新番外，附赠精美别册，同名电视剧《一粒红尘》由吴奇隆、颖儿领衔主演，敬请期待。 滚滚红尘中，每个人都不过是一粒小小的尘埃，可对于命运，我们从不绝望。
青春爱情文学,一粒红尘昭觉(独家纪念版),独木舟,22.23,湖南文艺,博库图书音像专营店,暂无简介
青春爱情文学,一粒红尘昭觉(独家纪念版) 独木舟 湖南文艺 【新华书店正版图书书籍】,独木舟,21.60,湖南文艺,北方图书城旗舰店,我像一粒小小的尘埃，飘浮于浩瀚的宇宙，我生在水里，我长在树上，我从严没有这么自由过。滚滚红尘，这世界确有它的污秽不洁，但因为人间这点公平，我们才可以说，对于命运，我永不绝望。《一粒红尘昭觉(独家纪念版)》是独木舟经典畅销小说《一粒红尘》独家纪念版，增补全新番外，附赠精美别册！同名电视剧敬请期待。
青春爱情文学,他在云之南 特签版+独家定制海报 景行高人气经典口碑力作 相遇十年典藏版 新增万字番外+作者前言,暂无作者信息,23.90,江苏凤凰文艺出版社,辽宁新华书店旗舰店,暂无简介
青春爱情文学,初次爱你请多关照 赠独家寄语手账,咪蒙,19.50,湖南文艺,木垛图书旗舰店,暂无简介
青春爱情文学,初次爱你请多关照 赠独家寄语手账,咪蒙,19.70,湖南文艺,土星图书专营店,暂无简介
青春爱情文学,初次爱你请多关照 赠独家寄语手账,咪蒙,19.90,湖南文艺,火把图书专营店,暂无简介
